id,title,content,user_id,created_at,updated_at,tags
13,,"With old age comes wisdom, they say. “Or at least, it may change the questions we ask,” you mutter to yourself. You have had trouble sleeping lately - more often than not, while the rest of your court is sound asleep, you find yourself staring at the ceiling.  

You are getting older, each day closer to leaving this plane of existence. It is folly to fear such things, of course, yet you cannot keep these feelings at bay. Didn’t you used to dream of… more? What happened to love?",1,2020-06-21T19:48:00.000Z,2020-06-21T19:48:00.000Z,quotes
14,,"放眼平生愿望，都和你有关  

趁我余生未满，可否相结伴",1,2020-06-27T23:02:00.000Z,2020-06-27T23:02:00.000Z,lyrics
15,,"如果 另个时空  

另个身体 能不能  

换另一种 结局  ",1,2020-07-15T17:50:00.000Z,2020-07-15T17:50:00.000Z,lyrics
16,,"**folklore**  
  
Wanting was enough  
For me, it was enough   
— august  
  
They told me all of my cages were mental  
So I got wasted like all my potential  
And my words shoot to kill when I'm mad  
I have a lot of regrets about that  
— this is me trying  
  
Only twenty minutes to sleep  
But you dream of some epiphany  
— epiphany  
  
Time, curious time  
Gave me no compasses, gave me no signs  
Time, mystical time  
Cutting me open, then healing me fine  
Time, wondrous time  
Gave me the blues and then purple-pink skies  
— invisible strings  
  
Cursing my name, wishing I stayed  
You turned into your worst fears  
Tossing out blame, drunk on this pain  
Crossing out the good years  
Cursing me name, wishing I stayed  
Look at how my tears ricochet  
— my tears ricochet

",1,2020-07-24T00:12:00.000Z,2020-07-24T00:12:00.000Z,lyrics
17,,"I can’t, can’t believe you want me  

After all the heart breaks, after all I’ve done  

I can’t, can’t believe you trust me  

After all the rough days, you still call me up  ",1,2020-07-30T12:44:00.000Z,2020-07-30T12:44:00.000Z,lyrics
18,,"You sold that car the year you finished school  
I stopped wearing that faded parachute  ",1,2020-08-05T22:17:00.000Z,2020-08-05T22:17:00.000Z,thoughts
19,,One More Weekend,1,2020-08-22T17:48:00.000Z,2020-08-22T17:48:00.000Z,moments
20,,七人七罪，不知谁能笑着离开,1,2020-09-02T21:34:00.000Z,2020-09-02T21:34:00.000Z,quotes
21,,The Dogma Lives Loudly Within You,1,2020-09-10T11:05:00.000Z,2020-09-10T11:05:00.000Z,quotes
22,,"And this seemingly endless galaxy, is still there. Lingering, waiting, for our next move. Knowing that it’s greatest stories, still lie ahead. And it’s yours to tell.",1,2020-09-21T22:52:00.000Z,2020-09-21T22:52:00.000Z,quotes
23,,"举着差不多的V

开着差不多的P

跟差不多的潮流

喊着差不多的Yo  

交差不多的男友  

走得差不多的Close  

供差不多的楼  

送差不多的Rose  ",1,2020-10-02T10:28:00.000Z,2020-10-02T10:28:00.000Z,lyrics
24,,So the strategy for everything nowadays is just throwing shit at the wall and seeing what sticks.,1,2020-10-07T17:40:00.000Z,2020-10-07T17:40:00.000Z,thoughts
25,,"**Either way, we’re not alone.**  

**I’ll find a new place to be from.**  

Driving out  

into the sun  

Let the ultraviolet  

cover me up  

Went looking for  

a creation myth  

Ended up  

with a pair of cracked lips  

Windows down,  

scream along  

To some America First  

rap country song  

A slaughterhouse,  

an outlet mall:  

**Slot machines,**  

**fear of God**  ",1,2020-10-19T18:03:00.000Z,2020-10-19T18:03:00.000Z,lyrics
26,,"**It's too bright outside.**  

‘Cause I’m low on the phone, you say, “Do or die.”  
So I talk ‘til I drop, you said, “How could I  
have a heart made of stone?” while you’re sipping wine.",1,2020-11-14T18:22:00.000Z,2020-11-14T18:22:00.000Z,lyrics
27,,He’s gone… Damn it… Damn it… I’m free…,1,2020-12-05T12:41:00.000Z,2020-12-05T12:41:00.000Z,moments
28,,"**evermore**  
  
One for the money, two for the show  
I never was ready so I watch you go  
— champagne problems  
  
  
Walk past, quick brush  
I don’t like slow motion, double vision in rose blush  
I don’t like that falling feels like flying ‘til the bone crush  
— gold rush  
  
  
But what would you do if I  
Break free and leave us in ruins  
Took this dagger in me and removed it  
Gain the weight of you, then lose it  
Believe me, I could do it  
If it’s all in my head, tell me now  
— tolerate it  
  
  
Past me:  
I wanna tell you not to get lost in these petty things  
Your nemeses  
Will defeat themselves before you get the chance to swing  
— long story short  
  
  
The autumn chill that wakes me up  
You loved the amber skies so much  
— marjorie  ",1,2020-12-11T09:56:00.000Z,2020-12-11T09:56:00.000Z,lyrics
29,,Is there anybody else out there who doesn't like workouts but loves the pain,1,2020-12-17T18:53:00.000Z,2020-12-17T18:53:00.000Z,thoughts
30,,"We live in a twilight world & there are no friends at dusk  
We are probably blind & you may be dead by now",1,2020-12-23T11:07:00.000Z,2020-12-23T11:07:00.000Z,thoughts
31,,"Red lights  
Stop signs  ",1,2021-01-11T00:55:00.000Z,2021-01-11T00:55:00.000Z,lyrics
32,,"Some days I run for cover some I only run my mouth  
Don't know what that's about  ",1,2021-02-01T20:38:00.000Z,2021-02-01T20:38:00.000Z,lyrics
33,,"Not to us, my lord, but to Your Name give Glory",1,2021-02-13T21:56:00.000Z,2021-02-13T21:56:00.000Z,quotes
34,,thought I was original but after all ...,1,2021-02-15T23:43:00.000Z,2021-02-15T23:43:00.000Z,thoughts
35,,"now,  
not even they can stop me  
now,  
more will go with age  ",1,2021-03-14T20:56:00.000Z,2021-03-14T20:56:00.000Z,thoughts
36,,"我是否还值得 被爱一次呢  
多难过都不准 对谁提起了  
你说我这个人 怎么听不进去呢  
只是寂寞惯了",1,2021-03-26T01:22:00.000Z,2021-03-26T01:22:00.000Z,lyrics
37,,The Evil Within Speaks And Demands To Be Heard,1,2021-04-02T10:08:00.000Z,2021-04-02T10:08:00.000Z,thoughts
38,,could you PLEASE hear my voice that hungers for a duo,1,2021-04-05T02:21:00.000Z,2021-04-05T02:21:00.000Z,moments
39,,只想说 多幸运 因为你,1,2021-04-10T18:27:00.000Z,2021-04-10T18:27:00.000Z,lyrics
40,,旅行者：当你重新踏上旅途时，不要忘记旅途本身的意义。,1,2021-04-12T01:18:00.000Z,2021-04-12T01:18:00.000Z,quotes
41,,"The best of times are behind us  
Dire Times Ahead",1,2021-04-18T17:48:00.000Z,2021-04-18T17:48:00.000Z,moments
42,,and I say I’m fine but I’m lying at the time.,1,2021-05-08T13:50:00.000Z,2021-05-08T13:50:00.000Z,lyrics
43,,"总是陷进故事里，为什么我每次都当真

",1,2021-05-12T23:58:00.000Z,2021-05-12T23:58:00.000Z,moments
44,,"倥偬一生

",1,2021-05-13T09:27:00.000Z,2021-05-13T09:27:00.000Z,thoughts
45,,即便如此，也没关系,1,2021-05-14T11:47:00.000Z,2021-05-14T11:47:00.000Z,thoughts
46,,灯华易散，我是知道的…,1,2021-05-20T23:10:00.000Z,2021-05-20T23:10:00.000Z,quotes
47,,"This is the part where I spit it all out and you decide what you think of me  

So tell me what you’re thinking about when eyes are closed and lights are down  ",1,2021-06-16T23:09:00.000Z,2021-06-16T23:09:00.000Z,thoughts
48,,Coco Parison,1,2021-06-16T23:09:00.000Z,2021-06-16T23:09:00.000Z,thoughts
49,,"That July Ninth, Beat of Your Heart. ",1,2021-07-09T21:05:00.000Z,2021-07-09T21:05:00.000Z,lyrics
50,,I Need Something Soon,1,2021-07-11T23:48:00.000Z,2021-07-11T23:48:00.000Z,thoughts
51,,You ever not want to go outside because putting on sunscreen is just too much?,1,2021-07-14T21:09:00.000Z,2021-07-14T21:09:00.000Z,moments
52,,"It’s 2020, and I’m 30  
I’ll do another 10  
2030 I’ll be 40  
and off myself then",1,2021-07-23T21:41:00.000Z,2021-07-23T21:41:00.000Z,lyrics
53,,"You say the whole world’s ending  
Honey it ALREADY DID",1,2021-07-26T00:29:00.000Z,2021-07-26T00:29:00.000Z,lyrics
54,,"：孤注一掷放在严冰身上，不觉得这是一步险棋吗？  

：与其坐以待毙，不如放手一搏。我没有退路了",1,2021-08-03T12:35:00.000Z,2021-08-03T12:35:00.000Z,quotes
55,,can’t think head empty :),1,2021-08-04T15:52:00.000Z,2021-08-04T15:52:00.000Z,thoughts
56,,"人生每一步重要的选择，都不能被别人拖后腿。  
职场上每个人都是孤单的。如果你觉得自己撑不下去，那只能证明这条路是错的。",1,2021-08-20T10:16:00.000Z,2021-08-20T10:16:00.000Z,quotes
57,,"这才是我高贵的人生  
这才是我高贵的人生  
这才是我高贵的人生  ",1,2021-08-24T16:19:00.000Z,2021-08-24T16:19:00.000Z,thoughts
58,,"This rainy breezy night shall be remembered  
This Little Light Of Mine  
Another Hopeful Tomorrow  ",1,2021-09-02T02:20:00.000Z,2021-09-02T02:20:00.000Z,thoughts
59,,Reading past texts makes me wonder if I ever think before I text,1,2021-09-04T22:52:00.000Z,2021-09-04T22:52:00.000Z,thoughts
